usage_id,customer_id,usage_month,internet_usage_gb,mobile_data_gb,tv_hours_watched
USG000146,CUST0006,2024-03-01,377.42,26,0
USG000147,CUST0006,2024-04-01,799.5,57,0
USG000148,CUST0006,2024-05-01,934.3,47,0
USG000149,CUST0006,2024-06-01,538.39,28,0
USG000150,CUST0006,2024-07-01,1003.31,15,0
USG000151,CUST0006,2024-08-01,362.18,17,0
USG000152,CUST0006,2024-09-01,537.75,19,0
USG000153,CUST0006,2024-10-01,571.11,12,0
USG000154,CUST0006,2024-11-01,915.36,15,0
USG000155,CUST0006,2024-12-01,856.09,14,0
USG000156,CUST0006,2025-01-01,777.58,39,0
USG000157,CUST0006,2025-02-01,748.48,65,0
USG000158,CUST0006,2025-03-01,418.89,81,0
USG000159,CUST0006,2025-04-01,429.66,54,0
USG000160,CUST0006,2025-05-01,589.7,8,0
USG000161,CUST0006,2025-06-01,526.04,13,0
USG000162,CUST0006,2025-07-01,979.86,13,0
USG000163,CUST0006,2025-08-01,498.21,41,0
USG000164,CUST0006,2025-09-01,858.24,59,0
USG000165,CUST0006,2025-10-01,587.16,55,0
USG000166,CUST0006,2025-11-01,634.41,52,0
USG000167,CUST0006,2025-12-01,919.1,58,0
USG000168,CUST0006,2026-01-01,515.2,23,0
USG000169,CUST0006,2026-02-01,718.64,12,0
USG000170,CUST0006,2026-03-01,893.28,39,0
USG000171,CUST0006,2026-04-01,969.61,20,0
USG000172,CUST0006,2026-05-01,398.23,58,0
USG000173,CUST0006,2026-06-01,474.7,46,0
USG000174,CUST0007,2023-07-01,206.0,0,0
USG000175,CUST0007,2023-08-01,348.41,0,0
USG000176,CUST0007,2023-09-01,271.11,0,0
USG000177,CUST0007,2023-10-01,205.42,0,0
USG000178,CUST0007,2023-11-01,299.97,0,0
USG000179,CUST0007,2023-12-01,153.22,0,0
USG000180,CUST0007,2024-01-01,278.61,0,0
USG000181,CUST0007,2024-02-01,315.44,0,0
USG000182,CUST0007,2024-03-01,241.86,0,0
USG000183,CUST0007,2024-04-01,288.53,0,0
USG000184,CUST0007,2024-05-01,195.5,0,0
USG000185,CUST0007,2024-06-01,47.29,0,0
USG000186,CUST0007,2024-07-01,260.85,0,0
USG000187,CUST0007,2024-08-01,116.5,0,0
USG000188,CUST0007,2024-09-01,124.37,0,0
USG000189,CUST0007,2024-10-01,328.33,0,0
USG000190,CUST0007,2024-11-01,290.22,0,0
USG000191,CUST0007,2024-12-01,186.61,0,0
USG000192,CUST0007,2025-01-01,65.18,0,0
USG000193,CUST0007,2025-02-01,37.51,0,0
USG000194,CUST0007,2025-03-01,28.96,0,0
USG000195,CUST0007,2025-04-01,327.36,0,0
USG000196,CUST0007,2025-05-01,151.32,0,0
USG000197,CUST0007,2025-06-01,282.24,0,0
USG000198,CUST0007,2025-07-01,74.41,0,0
USG000199,CUST0007,2025-08-01,60.88,0,0
USG000200,CUST0007,2025-09-01,147.58,0,0
USG000201,CUST0007,2025-10-01,312.76,0,0
USG000202,CUST0007,2025-11-01,48.46,0,0
USG000203,CUST0007,2025-12-01,166.34,0,0
USG000204,CUST0007,2026-01-01,151.69,0,0
USG000205,CUST0007,2026-02-01,156.76,0,0
USG000206,CUST0007,2026-03-01,39.51,0,0
USG000207,CUST0007,2026-04-01,63.35,0,0
USG000208,CUST0007,2026-05-01,104.45,0,0
USG000209,CUST0007,2026-06-01,163.01,0,0
USG000210,CUST0008,2023-07-01,1326.0,0,0
USG000211,CUST0008,2023-08-01,1086.65,0,0
USG000212,CUST0008,2023-09-01,996.59,0,0
USG000213,CUST0008,2023-10-01,1498.64,0,0
USG000214,CUST0008,2023-11-01,1755.83,0,0
USG000215,CUST0008,2023-12-01,1450.88,0,0
USG000216,CUST0008,2024-01-01,1412.65,0,0
USG000217,CUST0008,2024-02-01,1171.63,0,0
USG000218,CUST0008,2024-03-01,1668.81,0,0
USG000219,CUST0008,2024-04-01,1640.73,0,0
USG000220,CUST0008,2024-05-01,1619.5,0,0
USG000221,CUST0008,2024-06-01,1731.84,0,0
USG000222,CUST0008,2024-07-01,821.9,0,0
USG000223,CUST0008,2024-08-01,1328.8,0,0
USG000224,CUST0008,2024-09-01,1584.94,0,0
USG000225,CUST0008,2024-10-01,826.91,0,0
USG000226,CUST0008,2024-11-01,1124.61,0,0
USG000227,CUST0008,2024-12-01,1206.71,0,0
USG000228,CUST0008,2025-01-01,765.4,0,0
USG000229,CUST0008,2025-02-01,1792.65,0,0
USG000230,CUST0008,2025-03-01,1064.13,0,0
USG000231,CUST0008,2025-04-01,1071.56,0,0
USG000232,CUST0008,2025-05-01,1178.39,0,0
USG000233,CUST0008,2025-06-01,982.27,0,0
USG000234,CUST0008,2025-07-01,1047.66,0,0
USG000235,CUST0008,2025-08-01,1669.93,0,0
USG000236,CUST0008,2025-09-01,1838.71,0,0
USG000237,CUST0008,2025-10-01,1325.96,0,0
USG000238,CUST0008,2025-11-01,1215.84,0,0
USG000239,CUST0008,2025-12-01,1485.72,0,0
USG000240,CUST0008,2026-01-01,1071.3,0,0
USG000241,CUST0008,2026-02-01,1098.24,0,0
USG000242,CUST0008,2026-03-01,800.19,0,0
USG000243,CUST0008,2026-04-01,1719.48,0,0
USG000244,CUST0008,2026-05-01,1491.62,0,0
USG000245,CUST0008,2026-06-01,1156.41,0,0
USG000246,CUST0009,2023-07-01,527.0,80,0
USG000247,CUST0009,2023-08-01,320.0,66,0
USG000248,CUST0009,2023-09-01,470.0,37,0
USG000249,CUST0009,2023-10-01,678.0,85,0
USG000250,CUST0009,2023-11-01,804.0,74,0
USG000251,CUST0009,2023-12-01,544.0,55,0
USG000252,CUST0009,2024-01-01,308.0,78,0
USG000253,CUST0009,2024-02-01,702.0,5,0
USG000254,CUST0009,2024-03-01,808.0,84,0
USG000255,CUST0009,2024-04-01,378.0,42,0
USG000256,CUST0009,2024-05-01,653.0,31,0
USG000257,CUST0009,2024-06-01,600.0,41,0
USG000258,CUST0009,2024-07-01,525.0,16,0
USG000259,CUST0009,2024-08-01,850.0,67,0
USG000260,CUST0009,2024-09-01,583.0,56,0
USG000261,CUST0009,2024-10-01,448.0,78,0
USG000262,CUST0009,2024-11-01,752.0,18,0
USG000263,CUST0009,2024-12-01,849.0,55,0
USG000264,CUST0009,2025-01-01,762.0,22,0
USG000265,CUST0009,2025-02-01,499.0,79,0
USG000266,CUST0009,2025-03-01,635.0,30,0
USG000267,CUST0009,2025-04-01,567.0,62,0
USG000268,CUST0009,2025-05-01,795.0,34,0
USG000269,CUST0009,2025-06-01,545.0,44,0
USG000270,CUST0009,2025-07-01,331.0,36,0
USG000271,CUST0009,2025-08-01,718.0,76,0
USG000272,CUST0009,2025-09-01,514.0,39,0
USG000273,CUST0009,2025-10-01,618.0,13,0
USG000274,CUST0009,2025-11-01,823.0,55,0
USG000275,CUST0009,2025-12-01,786.0,16,0
USG000276,CUST0009,2026-01-01,317.0,72,0
USG000277,CUST0009,2026-02-01,777.0,46,0
USG000278,CUST0009,2026-03-01,443.0,75,0
USG000279,CUST0009,2026-04-01,488.0,77,0
USG000280,CUST0009,2026-05-01,696.0,45,0
USG000281,CUST0009,2026-06-01,488.0,45,0
USG000282,CUST0010,2025-05-01,146.0,59,0
USG000283,CUST0010,2025-06-01,210.0,63,0
USG000284,CUST0010,2025-07-01,181.0,85,0
USG000285,CUST0010,2025-08-01,368.0,46,0
USG000286,CUST0010,2025-09-01,298.0,80,0
USG000287,CUST0010,2025-10-01,149.0,83,0
USG000288,CUST0010,2025-11-01,465.0,74,0
USG000289,CUST0010,2025-12-01,425.0,61,0
USG000290,CUST0010,2026-01-01,155.0,9,0
USG000291,CUST0010,2026-02-01,330.0,80,0
USG000292,CUST0010,2026-03-01,305.0,80,0
USG000293,CUST0010,2026-04-01,466.0,24,0
USG000294,CUST0010,2026-05-01,337.0,77,0
USG000295,CUST0010,2026-06-01,232.0,65,0
USG000296,CUST0011,2023-07-01,539.0,0,103
USG000297,CUST0011,2023-08-01,377.0,0,65
USG000298,CUST0011,2023-09-01,824.0,0,24
USG000299,CUST0011,2023-10-01,470.0,0,34
USG000300,CUST0011,2023-11-01,609.0,0,128
USG000301,CUST0011,2023-12-01,763.0,0,129
USG000302,CUST0011,2024-01-01,578.0,0,124
USG000303,CUST0011,2024-02-01,784.0,0,141
USG000304,CUST0011,2024-03-01,724.0,0,53
USG000305,CUST0011,2024-04-01,467.0,0,85
USG000306,CUST0011,2024-05-01,636.0,0,39
USG000307,CUST0011,2024-06-01,310.0,0,87
USG000308,CUST0011,2024-07-01,305.0,0,78
USG000309,CUST0011,2024-08-01,467.0,0,27
USG000310,CUST0011,2024-09-01,523.0,0,139
USG000311,CUST0011,2024-10-01,620.0,0,117
USG000312,CUST0011,2024-11-01,687.0,0,61
USG000313,CUST0011,2024-12-01,786.0,0,88
USG000314,CUST0011,2025-01-01,824.0,0,163
USG000315,CUST0011,2025-02-01,571.0,0,58
USG000316,CUST0011,2025-03-01,480.0,0,160
USG000317,CUST0011,2025-04-01,776.0,0,111
USG000318,CUST0011,2025-05-01,563.0,0,180
USG000319,CUST0011,2025-06-01,481.0,0,26
USG000320,CUST0011,2025-07-01,708.0,0,39
USG000321,CUST0011,2025-08-01,846.0,0,163
USG000322,CUST0011,2025-09-01,321.0,0,63
USG000323,CUST0011,2025-10-01,618.0,0,31
USG000324,CUST0011,2025-11-01,610.0,0,40
USG000325,CUST0011,2025-12-01,845.0,0,152
USG000326,CUST0011,2026-01-01,464.0,0,105
USG000327,CUST0011,2026-02-01,564.0,0,73
USG000328,CUST0011,2026-03-01,572.0,0,161
USG000329,CUST0011,2026-04-01,391.0,0,33
USG000330,CUST0011,2026-05-01,395.0,0,152
USG000331,CUST0011,2026-06-01,686.0,0,140
USG000332,CUST0012,2023-09-01,1014.01,0,0
USG000333,CUST0012,2023-10-01,926.1,0,0
USG000334,CUST0012,2023-11-01,803.64,0,0
USG000335,CUST0012,2023-12-01,437.13,0,0
USG000336,CUST0012,2024-01-01,363.28,0,0
USG000337,CUST0012,2024-02-01,828.9,0,0
USG000338,CUST0012,2024-03-01,355.75,0,0
USG000339,CUST0012,2024-04-01,487.54,0,0
USG000340,CUST0012,2024-05-01,464.47,0,0
USG000341,CUST0012,2024-06-01,855.19,0,0
USG000342,CUST0012,2024-07-01,866.21,0,0
USG000343,CUST0012,2024-08-01,407.93,0,0
USG000344,CUST0012,2024-09-01,411.65,0,0
USG000345,CUST0012,2024-10-01,1008.24,0,0
USG000346,CUST0012,2024-11-01,836.14,0,0
USG000347,CUST0012,2024-12-01,373.0,0,0
USG000348,CUST0012,2025-01-01,948.22,0,0
USG000349,CUST0012,2025-02-01,1012.39,0,0
USG000350,CUST0012,2025-03-01,415.92,0,0
USG000351,CUST0012,2025-04-01,586.45,0,0
USG000352,CUST0012,2025-05-01,851.1,0,0
USG000353,CUST0012,2025-06-01,911.29,0,0
USG000354,CUST0012,2025-07-01,643.7,0,0
USG000355,CUST0012,2025-08-01,1036.54,0,0
USG000356,CUST0012,2025-09-01,391.98,0,0
USG000357,CUST0012,2025-10-01,968.43,0,0
USG000358,CUST0012,2025-11-01,731.15,0,0
USG000359,CUST0012,2025-12-01,387.13,0,0
USG000360,CUST0012,2026-01-01,900.89,0,0
USG000361,CUST0012,2026-02-01,630.61,0,0
USG000362,CUST0012,2026-03-01,520.23,0,0
USG000363,CUST0012,2026-04-01,661.62,0,0
USG000364,CUST0012,2026-05-01,1033.24,0,0
USG000365,CUST0012,2026-06-01,521.51,0,0
USG000366,CUST0013,2023-07-01,730.0,85,0
USG000367,CUST0013,2023-08-01,1701.63,32,0
USG000368,CUST0013,2023-09-01,1111.88,77,0
USG000369,CUST0013,2023-10-01,804.7,80,0
USG000370,CUST0013,2023-11-01,1348.39,83,0
USG000371,CUST0013,2023-12-01,1637.48,10,0
USG000372,CUST0013,2024-01-01,755.57,83,0
USG000373,CUST0013,2024-02-01,1565.42,81,0
USG000374,CUST0013,2024-03-01,743.92,83,0
USG000375,CUST0013,2024-04-01,1644.84,35,0
USG000376,CUST0013,2024-05-01,1769.83,36,0
USG000377,CUST0013,2024-06-01,1503.97,5,0
USG000378,CUST0013,2024-07-01,1574.15,19,0
USG000379,CUST0013,2024-08-01,1094.2,13,0
USG000380,CUST0013,2024-09-01,1262.26,64,0
USG000381,CUST0013,2024-10-01,1733.91,35,0
USG000382,CUST0013,2024-11-01,891.78,14,0
USG000383,CUST0013,2024-12-01,1524.75,45,0
USG000384,CUST0013,2025-01-01,1108.66,9,0
USG000385,CUST0013,2025-02-01,1184.62,41,0
USG000386,CUST0013,2025-03-01,757.51,7,0
USG000387,CUST0013,2025-04-01,1488.0,60,0
USG000388,CUST0013,2025-05-01,1751.01,43,0
USG000389,CUST0013,2025-06-01,1759.38,17,0
USG000390,CUST0013,2025-07-01,1687.07,16,0
USG000391,CUST0013,2025-08-01,1342.58,34,0
USG000392,CUST0013,2025-09-01,959.57,16,0
USG000393,CUST0013,2025-10-01,1425.49,6,0
USG000394,CUST0013,2025-11-01,967.47,83,0
USG000395,CUST0013,2025-12-01,900.35,9,0
USG000396,CUST0013,2026-01-01,1089.76,8,0
USG000397,CUST0013,2026-02-01,1141.45,67,0
USG000398,CUST0013,2026-03-01,1231.94,23,0
USG000399,CUST0013,2026-04-01,839.77,76,0
USG000400,CUST0013,2026-05-01,806.73,71,0
USG000401,CUST0013,2026-06-01,1572.19,13,0
USG000402,CUST0014,2024-04-01,293.84,0,0
USG000403,CUST0014,2024-05-01,102.47,0,0
USG000404,CUST0014,2024-06-01,241.71,0,0
USG000405,CUST0014,2024-07-01,287.22,0,0
USG000406,CUST0014,2024-08-01,284.7,0,0
USG000407,CUST0014,2024-09-01,206.58,0,0
USG000408,CUST0014,2024-10-01,62.68,0,0
USG000409,CUST0014,2024-11-01,178.57,0,0
USG000410,CUST0014,2024-12-01,30.58,0,0
USG000411,CUST0014,2025-01-01,75.45,0,0
USG000412,CUST0014,2025-02-01,55.76,0,0
USG000413,CUST0014,2025-03-01,137.52,0,0
USG000414,CUST0014,2025-04-01,71.19,0,0
USG000415,CUST0014,2025-05-01,309.84,0,0
USG000416,CUST0014,2025-06-01,201.75,0,0
USG000417,CUST0014,2025-07-01,71.35,0,0
USG000418,CUST0014,2025-08-01,187.73,0,0
USG000419,CUST0014,2025-09-01,68.48,0,0
USG000420,CUST0014,2025-10-01,63.18,0,0
USG000421,CUST0014,2025-11-01,23.06,0,0
USG000422,CUST0014,2025-12-01,198.03,0,0
USG000423,CUST0014,2026-01-01,32.26,0,0
USG000424,CUST0014,2026-02-01,124.89,0,0
USG000425,CUST0014,2026-03-01,249.67,0,0
USG000426,CUST0014,2026-04-01,299.89,0,0
USG000427,CUST0014,2026-05-01,66.62,0,0
USG000428,CUST0014,2026-06-01,136.27,0,0
USG000429,CUST0015,2023-07-01,572.0,77,0
USG000430,CUST0015,2023-08-01,737.0,56,0
USG000431,CUST0015,2023-09-01,816.0,71,0
USG000432,CUST0015,2023-10-01,549.0,5,0
USG000433,CUST0015,2023-11-01,815.0,56,0
USG000434,CUST0015,2023-12-01,421.0,59,0
USG000435,CUST0015,2024-01-01,839.0,50,0
USG000436,CUST0015,2024-02-01,569.0,82,0
USG000437,CUST0015,2024-03-01,300.0,42,0
USG000438,CUST0015,2024-04-01,594.0,42,0
USG000439,CUST0015,2024-05-01,459.0,71,0
USG000440,CUST0015,2024-06-01,419.0,73,0
USG000441,CUST0015,2024-07-01,747.0,65,0
USG000442,CUST0015,2024-08-01,380.0,22,0
USG000443,CUST0015,2024-09-01,779.0,25,0
USG000444,CUST0015,2024-10-01,682.0,81,0
USG000445,CUST0015,2024-11-01,812.0,55,0
USG000446,CUST0015,2024-12-01,781.0,17,0
USG000447,CUST0015,2025-01-01,631.0,19,0
USG000448,CUST0015,2025-02-01,527.0,49,0
USG000449,CUST0015,2025-03-01,360.0,33,0
USG000450,CUST0015,2025-04-01,650.0,60,0
USG000451,CUST0015,2025-05-01,680.0,54,0
USG000452,CUST0015,2025-06-01,339.0,62,0
USG000453,CUST0015,2025-07-01,691.0,66,0
USG000454,CUST0015,2025-08-01,574.0,42,0
USG000455,CUST0015,2025-09-01,517.0,55,0
USG000456,CUST0015,2025-10-01,445.0,35,0
USG000457,CUST0015,2025-11-01,363.0,24,0
USG000458,CUST0015,2025-12-01,798.0,77,0
USG000459,CUST0015,2026-01-01,545.0,16,0
USG000460,CUST0015,2026-02-01,439.0,12,0
USG000461,CUST0015,2026-03-01,706.0,6,0
USG000462,CUST0015,2026-04-01,474.0,11,0
USG000463,CUST0015,2026-05-01,631.0,54,0
USG000464,CUST0015,2026-06-01,734.0,52,0
USG000465,CUST0016,2023-07-01,1523.0,0,0
USG000466,CUST0016,2023-08-01,1735.94,0,0
USG000467,CUST0016,2023-09-01,735.56,0,0
USG000468,CUST0016,2023-10-01,1791.72,0,0
USG000469,CUST0016,2023-11-01,1776.45,0,0
USG000470,CUST0016,2023-12-01,1545.73,0,0
USG000471,CUST0016,2024-01-01,1198.45,0,0
USG000472,CUST0016,2024-02-01,815.97,0,0
USG000473,CUST0016,2024-03-01,1529.91,0,0
USG000474,CUST0016,2024-04-01,832.23,0,0
USG000475,CUST0016,2024-05-01,1285.16,0,0
USG000476,CUST0016,2024-06-01,1531.25,0,0
USG000477,CUST0016,2024-07-01,832.31,0,0
USG000478,CUST0016,2024-08-01,958.14,0,0
USG000479,CUST0016,2024-09-01,1466.03,0,0
USG000480,CUST0016,2024-10-01,1342.58,0,0
USG000481,CUST0016,2024-11-01,890.06,0,0
USG000482,CUST0016,2024-12-01,1009.14,0,0
USG000483,CUST0016,2025-01-01,1111.68,0,0
USG000484,CUST0016,2025-02-01,1223.44,0,0
USG000485,CUST0016,2025-03-01,1369.59,0,0
USG000486,CUST0016,2025-04-01,991.7,0,0
USG000487,CUST0016,2025-05-01,894.85,0,0
USG000488,CUST0016,2025-06-01,1670.06,0,0
USG000489,CUST0016,2025-07-01,1005.63,0,0
USG000490,CUST0016,2025-08-01,875.3,0,0
USG000491,CUST0016,2025-09-01,1612.07,0,0
USG000492,CUST0016,2025-10-01,1769.16,0,0
USG000493,CUST0016,2025-11-01,1267.43,0,0
USG000494,CUST0016,2025-12-01,1767.61,0,0
USG000495,CUST0016,2026-01-01,1615.19,0,0
USG000496,CUST0016,2026-02-01,1061.48,0,0
USG000497,CUST0016,2026-03-01,1314.88,0,0
USG000498,CUST0016,2026-04-01,996.51,0,0
USG000499,CUST0016,2026-05-01,851.65,0,0
USG000500,CUST0016,2026-06-01,1130.42,0,0
USG000501,CUST0017,2025-11-01,610.0,24,0
USG000502,CUST0017,2025-12-01,602.0,32,0
USG000503,CUST0017,2026-01-01,526.0,14,0
USG000504,CUST0017,2026-02-01,631.0,33,0
USG000505,CUST0017,2026-03-01,322.0,29,0
USG000506,CUST0017,2026-04-01,577.0,57,0
USG000507,CUST0017,2026-05-01,767.0,32,0
USG000508,CUST0017,2026-06-01,562.0,13,0
USG000509,CUST0018,2023-07-01,955.0,0,23
USG000510,CUST0018,2023-08-01,560.66,0,146
USG000511,CUST0018,2023-09-01,889.96,0,175
USG000512,CUST0018,2023-10-01,618.08,0,46
USG000513,CUST0018,2023-11-01,554.54,0,57
USG000514,CUST0018,2023-12-01,451.85,0,72
USG000515,CUST0018,2024-01-01,487.05,0,178
USG000516,CUST0018,2024-02-01,563.06,0,87
USG000517,CUST0018,2024-03-01,784.2,0,42
USG000518,CUST0018,2024-04-01,864.94,0,113
USG000519,CUST0018,2024-05-01,856.2,0,43
USG000520,CUST0018,2024-06-01,888.82,0,29
USG000521,CUST0018,2024-07-01,358.33,0,59
USG000522,CUST0018,2024-08-01,623.09,0,100
USG000523,CUST0018,2024-09-01,981.01,0,125
USG000524,CUST0018,2024-10-01,1043.92,0,68
USG000525,CUST0018,2024-11-01,657.94,0,54
USG000526,CUST0018,2024-12-01,750.98,0,135
USG000527,CUST0018,2025-01-01,987.75,0,175
USG000528,CUST0018,2025-02-01,473.1,0,155
USG000529,CUST0018,2025-03-01,915.74,0,165
USG000530,CUST0018,2025-04-01,506.05,0,86
